Date,Close,Volume
2021-11-16 00:00:00+00:00,5.612100124359131,3845136
2021-11-16 00:15:00+00:00,5.587732791900635,4020944
2021-11-16 00:30:00+00:00,5.6153483390808105,1441024
2021-11-16 00:45:00+00:00,5.562105178833008,1254464
2021-11-16 01:00:00+00:00,5.484287261962891,14120240
2021-11-16 01:15:00+00:00,5.486324787139893,4916992
2021-11-16 01:30:00+00:00,5.49198579788208,3549312
2021-11-16 01:45:00+00:00,5.503486633300781,2418496
2021-11-16 02:00:00+00:00,5.503401756286621,944064
2021-11-16 02:15:00+00:00,5.491529941558838,1006176
2021-11-16 02:30:00+00:00,5.476412773132324,1336432
2021-11-16 02:45:00+00:00,5.454916477203369,2208624
2021-11-16 03:00:00+00:00,5.487267971038818,2269344
2021-11-16 03:15:00+00:00,5.431316375732422,1494864
2021-11-16 03:30:00+00:00,5.381814002990723,5601952
2021-11-16 03:45:00+00:00,5.385295867919922,4725056
2021-11-16 04:00:00+00:00,5.348184108734131,1300064
2021-11-16 04:15:00+00:00,5.426563262939453,9468240
2021-11-16 04:30:00+00:00,5.442558288574219,2777856
2021-11-16 04:45:00+00:00,5.423820495605469,501008
2021-11-16 05:00:00+00:00,5.41093635559082,770656
2021-11-16 05:15:00+00:00,5.410750389099121,1002528
2021-11-16 05:30:00+00:00,5.429535388946533,2193088
2021-11-16 05:45:00+00:00,5.397751331329346,1722688
2021-11-16 06:00:00+00:00,5.507844924926758,12444208
2021-11-16 06:15:00+00:00,5.494026184082031,6754096
2021-11-16 06:30:00+00:00,5.503118515014648,3404864
2021-11-16 06:45:00+00:00,5.5146026611328125,164272
2021-11-16 07:00:00+00:00,5.501589298248291,418176
2021-11-16 07:45:00+00:00,5.544917106628418,4791744
2021-11-16 08:00:00+00:00,5.559393882751465,1269936
2021-11-16 08:15:00+00:00,5.5384368896484375,1086272
2021-11-16 08:30:00+00:00,5.5605316162109375,1941088
2021-11-16 08:45:00+00:00,5.5590081214904785,1080128
2021-11-16 09:00:00+00:00,5.5340070724487305,309824
2021-11-16 09:15:00+00:00,5.531103610992432,1473280
2021-11-16 09:30:00+00:00,5.465762138366699,494496
2021-11-16 09:45:00+00:00,5.4044036865234375,2625024
2021-11-16 10:00:00+00:00,5.002627849578857,11543120
2021-11-16 10:15:00+00:00,5.123604774475098,19448816
2021-11-16 10:30:00+00:00,5.229446887969971,12617056
2021-11-16 10:45:00+00:00,5.2854390144348145,6451008
2021-11-16 11:00:00+00:00,5.301944255828857,2839200
2021-11-16 11:15:00+00:00,5.30508279800415,2514688
2021-11-16 11:30:00+00:00,5.297799110412598,2245568
2021-11-16 11:45:00+00:00,5.31867790222168,2087264
2021-11-16 12:00:00+00:00,5.325782775878906,3175392
2021-11-16 12:15:00+00:00,5.324244022369385,808992
2021-11-16 12:30:00+00:00,5.32244873046875,802688
2021-11-16 12:45:00+00:00,5.2662811279296875,1000064
2021-11-16 13:00:00+00:00,5.270252227783203,563680
2021-11-16 13:15:00+00:00,5.296743869781494,2496320
2021-11-16 13:30:00+00:00,5.31087589263916,1288352
2021-11-16 13:45:00+00:00,5.33048677444458,1421760
2021-11-16 14:00:00+00:00,5.36900520324707,1612128
2021-11-16 14:15:00+00:00,5.379568576812744,353312
2021-11-16 14:30:00+00:00,5.427082538604736,848096
2021-11-16 14:45:00+00:00,5.394073009490967,1589440
2021-11-16 15:00:00+00:00,5.416351318359375,919488
2021-11-16 15:15:00+00:00,5.402427673339844,2287552
2021-11-16 15:30:00+00:00,5.364662170410156,63648
2021-11-16 15:45:00+00:00,5.348611831665039,0
2021-11-16 16:00:00+00:00,5.345687389373779,57248
2021-11-16 16:15:00+00:00,5.339857578277588,854080
2021-11-16 16:30:00+00:00,5.350222110748291,0
2021-11-16 16:45:00+00:00,5.350025653839111,583392
2021-11-16 17:00:00+00:00,5.357423305511475,100352
2021-11-16 17:15:00+00:00,5.334805488586426,323456
2021-11-16 17:30:00+00:00,5.302713871002197,2044064
2021-11-16 17:45:00+00:00,5.291297435760498,2610112
2021-11-16 18:00:00+00:00,5.2832465171813965,1014880
2021-11-16 18:15:00+00:00,5.272377967834473,0
2021-11-16 18:30:00+00:00,5.249838352203369,1132448
2021-11-16 18:45:00+00:00,5.247645854949951,843072
2021-11-16 19:00:00+00:00,5.283888339996338,1021216
2021-11-16 19:15:00+00:00,5.282891273498535,529728
