Date,Close,Volume
2021-11-16 00:00:00+00:00,1.2955665588378906,798068
2021-11-16 00:15:00+00:00,1.2872968912124634,647836
2021-11-16 00:30:00+00:00,1.295318841934204,786672
2021-11-16 00:45:00+00:00,1.2849794626235962,219104
2021-11-16 01:00:00+00:00,1.2543727159500122,5971576
2021-11-16 01:15:00+00:00,1.2564793825149536,1458512
2021-11-16 01:30:00+00:00,1.2603498697280884,1132592
2021-11-16 01:45:00+00:00,1.2625625133514404,1075392
2021-11-16 02:00:00+00:00,1.2621201276779175,677232
2021-11-16 02:15:00+00:00,1.2646945714950562,0
2021-11-16 02:30:00+00:00,1.25791597366333,142720
2021-11-16 02:45:00+00:00,1.2575092315673828,551424
2021-11-16 03:00:00+00:00,1.2609977722167969,632520
2021-11-16 03:15:00+00:00,1.2472752332687378,0
2021-11-16 03:30:00+00:00,1.2416577339172363,1035784
2021-11-16 03:45:00+00:00,1.244226098060608,834736
2021-11-16 04:00:00+00:00,1.2286653518676758,1061568
2021-11-16 04:15:00+00:00,1.2355118989944458,1381664
2021-11-16 04:30:00+00:00,1.243275761604309,1052040
2021-11-16 04:45:00+00:00,1.2451869249343872,376648
2021-11-16 05:00:00+00:00,1.2423028945922852,80224
2021-11-16 05:15:00+00:00,1.2419536113739014,178840
2021-11-16 05:30:00+00:00,1.2451190948486328,266440
2021-11-16 05:45:00+00:00,1.239214301109314,101736
2021-11-16 06:00:00+00:00,1.2384668588638306,99840
2021-11-16 06:15:00+00:00,1.2327808141708374,214488
2021-11-16 06:30:00+00:00,1.2343860864639282,583112
2021-11-16 06:45:00+00:00,1.2367143630981445,135368
2021-11-16 07:30:00+00:00,1.2427231073379517,84224
2021-11-16 07:45:00+00:00,1.231766700744629,1326560
2021-11-16 08:00:00+00:00,1.235935926437378,0
2021-11-16 08:15:00+00:00,1.2359715700149536,174048
2021-11-16 08:30:00+00:00,1.2421925067901611,614672
2021-11-16 08:45:00+00:00,1.2427082061767578,175704
2021-11-16 09:00:00+00:00,1.2411633729934692,280104
2021-11-16 09:15:00+00:00,1.2342803478240967,0
2021-11-16 09:30:00+00:00,1.2312240600585938,691352
2021-11-16 09:45:00+00:00,1.2227036952972412,781304
2021-11-16 10:00:00+00:00,1.1314938068389893,5286504
2021-11-16 10:15:00+00:00,1.1587892770767212,8427312
2021-11-16 10:30:00+00:00,1.180765986442566,3167928
2021-11-16 10:45:00+00:00,1.1869152784347534,1158704
2021-11-16 11:00:00+00:00,1.1935828924179077,1986512
2021-11-16 11:15:00+00:00,1.2012832164764404,1073752
2021-11-16 11:30:00+00:00,1.1926121711730957,539528
2021-11-16 11:45:00+00:00,1.2049130201339722,1077968
2021-11-16 12:00:00+00:00,1.2075159549713135,1122160
2021-11-16 12:15:00+00:00,1.2087278366088867,177168
2021-11-16 12:30:00+00:00,1.2099772691726685,198272
2021-11-16 12:45:00+00:00,1.197013020515442,168264
2021-11-16 13:00:00+00:00,1.2007194757461548,455296
2021-11-16 13:15:00+00:00,1.2056994438171387,760408
2021-11-16 13:30:00+00:00,1.2102316617965698,230536
2021-11-16 13:45:00+00:00,1.2114508152008057,95264
2021-11-16 14:00:00+00:00,1.244624137878418,5237312
2021-11-16 14:15:00+00:00,1.2371107339859009,2102864
2021-11-16 14:30:00+00:00,1.245774745941162,1286240
2021-11-16 14:45:00+00:00,1.2341259717941284,633264
2021-11-16 15:00:00+00:00,1.2469638586044312,13236616
2021-11-16 15:15:00+00:00,1.2878506183624268,10009872
2021-11-16 15:30:00+00:00,1.3036333322525024,5599312
2021-11-16 15:45:00+00:00,1.33087158203125,18799024
2021-11-16 16:00:00+00:00,1.3842766284942627,24758448
2021-11-16 16:15:00+00:00,1.4423582553863525,51028800
2021-11-16 16:30:00+00:00,1.4036359786987305,17868256
2021-11-16 16:45:00+00:00,1.3870697021484375,12132864
2021-11-16 17:00:00+00:00,1.3819918632507324,7358912
2021-11-16 17:15:00+00:00,1.3659265041351318,4681056
2021-11-16 17:30:00+00:00,1.3594491481781006,4146656
2021-11-16 17:45:00+00:00,1.3608766794204712,3966624
2021-11-16 18:00:00+00:00,1.3863056898117065,6798144
2021-11-16 18:15:00+00:00,1.373125433921814,1877248
2021-11-16 18:30:00+00:00,1.3465516567230225,2818400
2021-11-16 18:45:00+00:00,1.3465977907180786,2266560
2021-11-16 19:00:00+00:00,1.3524454832077026,4771648
2021-11-16 19:15:00+00:00,1.3525910377502441,1884992
2021-11-16 19:30:00+00:00,1.3419743776321411,2258944
2021-11-16 19:45:00+00:00,1.3314322233200073,3545600
2021-11-16 20:00:00+00:00,1.3244341611862183,1416736
2021-11-16 20:15:00+00:00,1.3228721618652344,1387904
2021-11-16 20:30:00+00:00,1.2948883771896362,760640
2021-11-16 20:45:00+00:00,1.3059073686599731,4015936
2021-11-16 21:00:00+00:00,1.3261293172836304,5131136
2021-11-16 21:15:00+00:00,1.3206983804702759,1009888
2021-11-16 21:30:00+00:00,1.3235732316970825,1254624
2021-11-16 21:45:00+00:00,1.3243849277496338,945568
