Date,Close,Volume
2021-11-16 00:00:00+00:00,0.9995166659355164,609128448
2021-11-16 00:15:00+00:00,0.9985779523849487,526225408
2021-11-16 00:30:00+00:00,1.0010530948638916,499027968
2021-11-16 00:45:00+00:00,1.0006033182144165,210989056
2021-11-16 01:00:00+00:00,1.000421404838562,3420610560
2021-11-16 01:15:00+00:00,1.0007041692733765,1326505984
2021-11-16 01:30:00+00:00,1.0013495683670044,843988992
2021-11-16 01:45:00+00:00,1.0018702745437622,731930624
2021-11-16 02:00:00+00:00,1.0016629695892334,381935616
2021-11-16 02:15:00+00:00,1.0009979009628296,224321536
2021-11-16 02:30:00+00:00,0.9996800422668457,97017856
2021-11-16 02:45:00+00:00,1.0002251863479614,185622528
2021-11-16 03:00:00+00:00,1.0014408826828003,799875072
2021-11-16 03:15:00+00:00,1.0001904964447021,220323840
2021-11-16 03:30:00+00:00,1.0017255544662476,1225449472
2021-11-16 03:45:00+00:00,1.0000674724578857,1041465344
2021-11-16 04:00:00+00:00,1.0007176399230957,491249664
2021-11-16 04:15:00+00:00,1.0008522272109985,1239531520
2021-11-16 04:30:00+00:00,1.0006948709487915,1042759680
2021-11-16 04:45:00+00:00,1.0005780458450317,434651136
2021-11-16 05:00:00+00:00,1.0005066394805908,183828480
2021-11-16 05:15:00+00:00,1.000407338142395,318406656
2021-11-16 05:30:00+00:00,1.0004714727401733,610877440
2021-11-16 05:45:00+00:00,1.000000238418579,67682304
2021-11-16 06:00:00+00:00,0.9993019700050354,162922496
2021-11-16 06:15:00+00:00,1.0000852346420288,193257472
2021-11-16 06:30:00+00:00,1.0002321004867554,459046912
2021-11-16 06:45:00+00:00,1.0001723766326904,97640448
2021-11-16 07:15:00+00:00,1.002000331878662,0
2021-11-16 07:30:00+00:00,1.0019283294677734,0
2021-11-16 07:45:00+00:00,1.0003851652145386,17869897728
2021-11-16 08:00:00+00:00,1.0001901388168335,173457408
2021-11-16 08:15:00+00:00,1.0009907484054565,136912896
2021-11-16 08:30:00+00:00,1.0008143186569214,259702784
2021-11-16 08:45:00+00:00,1.0004559755325317,142663680
2021-11-16 09:00:00+00:00,0.998954176902771,93724672
2021-11-16 09:15:00+00:00,1.0004857778549194,101195776
2021-11-16 09:30:00+00:00,1.000293493270874,241246208
2021-11-16 09:45:00+00:00,1.0003918409347534,461750272
2021-11-16 10:00:00+00:00,1.0009419918060303,2754600960
2021-11-16 10:15:00+00:00,1.0017038583755493,3384623104
2021-11-16 10:30:00+00:00,1.0006827116012573,2443943936
2021-11-16 10:45:00+00:00,1.0006755590438843,1032708096
2021-11-16 11:00:00+00:00,0.9999570250511169,1208713216
2021-11-16 11:15:00+00:00,1.000519037246704,527654912
2021-11-16 11:30:00+00:00,1.000800371170044,536698880
2021-11-16 11:45:00+00:00,0.9986498355865479,461414400
2021-11-16 12:00:00+00:00,1.0002021789550781,631234560
2021-11-16 12:15:00+00:00,1.0006821155548096,89505792
2021-11-16 12:30:00+00:00,1.0007420778274536,51101696
2021-11-16 12:45:00+00:00,1.0003656148910522,20553728
2021-11-16 13:00:00+00:00,1.0006232261657715,298254336
2021-11-16 13:15:00+00:00,1.000453233718872,501833728
